Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Inventory,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Margin,Marketing,Profit,Sales,Total Expenses
860,1/1/12 0:00,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,494,60,80,40,140,85,105,32,40,190,65
860,1/1/12 0:00,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,522,70,100,20,170,75,105,68,7,180,98
858,8/1/13 0:00,West,Major Market,Amaretto,Beans,Coffee,California,Regular,2105,190,-90,-150,100,154,-67,49,-192,86,67
858,3/1/13 0:00,West,Major Market,Colombian,Beans,Coffee,California,Regular,2041,340,500,370,840,270,405,94,384,719,146
858,2/1/12 0:00,West,Major Market,Green Tea,Leaves,Tea,California,Regular,549,40,80,50,120,75,114,24,58,189,56
858,2/1/12 0:00,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,449,50,70,60,120,77,112,21,80,189,32
857,12/1/13 0:00,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,1319,150,140,80,290,153,153,42,129,326,66
857,11/1/13 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,410,40,50,20,90,55,69,20,22,132,54
857,11/1/13 0:00,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,-3287,60,340,300,400,75,379,24,481,484,55
857,10/1/13 0:00,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,-3004,50,350,330,400,72,402,23,516,505,54
857,9/1/13 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,520,40,50,-10,90,52,46,47,-46,104,77
857,8/1/13 0:00,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,1292,130,150,100,280,145,146,40,113,288,60
857,6/1/13 0:00,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,856,20,40,30,60,24,36,6,26,59,16
857,2/1/13 0:00,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,235,70,370,330,440,75,395,24,505,501,55
857,12/1/12 0:00,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,490,30,40,30,70,29,44,8,25,73,19
857,10/1/12 0:00,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,-3004,50,350,330,400,72,402,23,348,474,54
857,9/1/12 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,409,30,40,10,70,45,57,17,6,102,51
857,5/1/12 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,361,40,50,20,90,53,65,20,12,118,53
857,5/1/12 0:00,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,835,30,40,30,70,29,42,8,22,71,20
857,3/1/12 0:00,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,449,20,30,20,50,21,32,5,15,53,17
850,8/1/13 0:00,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,1073,70,100,70,170,103,123,31,97,224,49
850,5/1/13 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,599,80,130,40,210,92,129,83,23,219,104
850,4/1/13 0:00,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,965,50,60,40,110,69,82,21,58,161,43
850,4/1/13 0:00,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,653,80,130,90,210,88,134,29,108,237,61
850,4/1/13 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,554,90,130,30,220,95,132,86,25,242,115
850,2/1/13 0:00,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,772,40,80,60,120,47,68,13,65,123,24
850,2/1/13 0:00,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,817,30,50,40,80,32,48,8,42,85,20
850,2/1/13 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,541,80,130,40,210,92,128,83,24,234,112
850,1/1/13 0:00,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,623,30,50,30,80,48,62,15,53,123,29
850,10/1/12 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,385,30,30,20,60,56,70,21,16,126,54
850,10/1/12 0:00,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,871,40,60,50,100,38,56,10,35,94,21
850,8/1/12 0:00,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,565,90,130,80,220,99,132,32,73,231,59
850,8/1/12 0:00,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,810,100,170,120,270,114,172,37,104,286,68
850,6/1/12 0:00,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,636,110,150,100,260,118,164,36,105,282,59
850,2/1/12 0:00,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,957,50,70,50,120,70,84,21,42,154,42
847,11/1/13 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,803,110,160,110,270,113,165,36,157,296,59
847,11/1/13 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,1778,270,270,200,540,211,212,59,191,451,83
847,9/1/13 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,801,120,190,140,310,122,176,39,171,318,61
847,8/1/13 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,1797,300,320,220,620,266,266,74,230,527,92
847,7/1/13 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,833,160,230,170,390,154,222,49,207,373,67
847,5/1/13 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,671,130,190,140,320,127,185,40,168,309,59
847,5/1/13 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,499,70,110,80,180,86,124,24,121,208,33
847,4/1/13 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,777,70,120,100,190,91,132,25,141,238,37
847,12/1/12 0:00,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,1191,220,300,190,520,224,310,73,194,534,116
847,11/1/12 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,1778,270,270,200,540,211,212,59,129,423,83
847,11/1/12 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,589,40,60,40,100,50,73,14,48,123,25
847,10/1/12 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,650,50,80,50,130,72,110,23,55,182,55
847,8/1/12 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,554,40,60,40,100,52,68,17,39,120,29
847,8/1/12 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,1797,300,320,220,620,266,266,74,167,532,99
847,8/1/12 0:00,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,1167,200,290,190,490,196,271,64,163,467,108
847,5/1/12 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,499,70,110,80,180,86,124,24,88,210,36
847,2/1/12 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,809,80,120,100,200,95,137,26,99,232,38
847,2/1/12 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,596,110,150,100,260,104,150,33,95,254,55
845,12/1/13 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,3641,130,-70,-210,60,135,-69,122,-332,70,155
845,9/1/13 0:00,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,3948,190,-110,-180,80,251,-139,77,-353,119,99
845,9/1/13 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,1518,220,200,90,420,302,239,114,137,577,147
845,9/1/13 0:00,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,981,100,160,130,260,100,145,28,157,261,39
845,8/1/13 0:00,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,598,100,160,130,260,100,145,28,145,243,37
845,6/1/13 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,1979,130,-60,-210,70,144,-72,131,-326,71,153
845,3/1/13 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,1118,120,-60,-190,60,125,-62,113,-309,67,146
845,2/1/13 0:00,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,1214,160,-20,-80,140,213,-33,66,-178,192,87
845,12/1/12 0:00,East,Major Market,Colombian,Beans,Coffee,New York,Regular,2642,250,370,250,620,279,420,97,271,699,149
845,10/1/12 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,1622,140,150,70,290,255,258,96,129,513,129
845,10/1/12 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,3142,110,-60,-170,50,125,-56,113,-202,69,146
845,8/1/12 0:00,East,Major Market,Colombian,Beans,Coffee,New York,Regular,2617,340,520,370,860,364,546,127,368,910,178
845,7/1/12 0:00,East,Major Market,Colombian,Beans,Coffee,New York,Regular,2654,340,520,370,860,364,548,127,370,912,178
845,6/1/12 0:00,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,897,110,180,140,290,113,163,31,121,276,42
845,2/1/12 0:00,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,449,80,120,90,200,77,112,21,79,189,33
845,1/1/12 0:00,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,965,150,-10,-70,140,207,-27,64,-113,180,86
832,4/1/13 0:00,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,460,60,110,90,170,81,117,22,125,211,33
832,4/1/13 0:00,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,777,70,120,100,190,91,132,25,142,238,36
832,10/1/12 0:00,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,-868,40,70,50,110,72,110,23,55,182,55
832,7/1/12 0:00,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,608,80,110,90,190,94,136,26,98,230,38
832,6/1/12 0:00,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,397,40,70,40,110,50,68,16,24,118,44
832,4/1/12 0:00,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,969,260,310,230,570,209,247,64,161,456,86
832,4/1/12 0:00,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,9,50,90,50,140,68,102,22,48,170,54
831,10/1/13 0:00,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,915,50,90,80,140,123,179,34,199,322,45
831,8/1/12 0:00,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,994,110,170,140,280,132,191,36,143,323,48
831,7/1/12 0:00,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,564,70,100,70,170,87,112,28,72,199,40
831,7/1/12 0:00,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,608,60,90,80,150,94,136,26,98,230,38
831,4/1/12 0:00,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,1316,240,320,220,560,252,335,83,220,587,115
831,2/1/12 0:00,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,1436,210,220,150,430,228,229,63,142,457,87
830,5/1/13 0:00,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,821,80,140,120,220,104,152,29,155,254,37
830,3/1/13 0:00,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,923,260,320,240,580,214,253,66,246,498,87
830,9/1/12 0:00,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,424,40,60,30,100,43,64,13,28,107,36
830,9/1/12 0:00,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,410,50,70,40,120,53,72,17,27,125,45
830,9/1/12 0:00,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,-718,50,70,40,120,60,90,19,39,150,51
830,1/1/12 0:00,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,558,60,90,50,150,72,108,23,53,180,55
818,10/1/13 0:00,West,Major Market,Colombian,Beans,Coffee,California,Regular,2548,380,580,470,960,260,390,91,367,693,143
818,9/1/13 0:00,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,548,40,70,50,110,58,74,19,64,141,31
818,9/1/13 0:00,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,3421,200,-30,-120,170,162,-24,53,-178,147,96
818,8/1/13 0:00,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,1296,260,330,240,590,311,367,96,344,672,110
818,4/1/13 0:00,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,1564,240,-50,-150,190,191,-32,63,-209,169,109
818,3/1/13 0:00,West,Major Market,Green Tea,Leaves,Tea,California,Regular,541,40,80,50,120,72,108,23,80,192,54
818,11/1/12 0:00,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,912,110,170,40,280,121,168,109,26,289,142
818,10/1/12 0:00,West,Major Market,Amaretto,Beans,Coffee,California,Regular,2555,170,-20,-60,150,122,-13,39,-74,109,61
818,8/1/12 0:00,West,Major Market,Green Tea,Leaves,Tea,California,Regular,662,30,50,20,80,52,79,17,30,131,49
818,7/1/12 0:00,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,1819,250,260,170,510,266,266,74,167,532,99
818,4/1/12 0:00,West,Major Market,Amaretto,Beans,Coffee,California,Regular,964,150,-20,-70,130,123,-13,39,-76,110,63
818,2/1/12 0:00,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,1071,180,-30,-110,150,148,-26,48,-117,122,91
818,1/1/12 0:00,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,725,100,140,20,240,105,145,95,17,250,128
817,10/1/13 0:00,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,915,70,120,100,190,123,179,34,197,322,46
817,8/1/13 0:00,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,415,40,60,30,100,46,62,15,26,107,40
817,8/1/13 0:00,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,-587,40,70,40,110,52,79,17,41,130,46
817,5/1/13 0:00,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,1060,290,350,270,640,235,277,72,253,507,87
817,11/1/12 0:00,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,-1050,50,90,40,140,75,114,24,59,189,55
817,4/1/12 0:00,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,336,50,70,40,120,55,74,18,28,129,46
816,12/1/13 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,218,10,20,-10,30,20,25,7,-24,48,41
816,12/1/13 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,844,30,60,50,90,31,46,8,40,82,19
816,9/1/13 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,1059,60,80,50,140,62,74,19,50,145,40
816,8/1/13 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,1439,100,20,-20,120,120,19,37,-57,138,56
816,7/1/13 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,219,30,40,0,70,40,49,15,1,88,45
816,6/1/13 0:00,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,236,30,40,0,70,36,46,13,0,81,43
816,6/1/13 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,239,30,50,20,80,41,55,13,19,95,38
816,6/1/13 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,313,40,70,20,110,52,73,47,-6,124,72
816,3/1/13 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,715,70,20,-10,90,88,18,27,-47,113,50
816,1/1/13 0:00,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,197,20,40,0,60,34,42,12,-6,85,48
816,12/1/12 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,1075,60,70,40,130,63,76,19,36,139,40
816,10/1/12 0:00,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,593,70,100,70,170,79,98,30,35,177,63
816,9/1/12 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,886,50,70,50,120,44,64,12,41,108,23
816,8/1/12 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,1064,50,60,30,110,50,60,15,24,110,36
816,8/1/12 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,253,30,60,30,90,45,60,14,19,105,41
816,7/1/12 0:00,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,252,30,40,0,70,36,46,13,0,82,46
816,7/1/12 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,219,30,40,0,70,40,49,15,1,89,48
816,7/1/12 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,338,50,70,10,120,59,82,53,-1,141,83
816,5/1/12 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,799,40,70,50,110,39,58,10,36,97,22
816,3/1/12 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,251,30,60,10,90,44,63,40,-6,107,69
816,2/1/12 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,956,70,100,60,170,75,90,23,46,165,44
816,2/1/12 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,191,30,40,10,70,35,47,11,9,82,38
815,11/1/13 0:00,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,1150,170,230,140,400,173,239,57,206,439,100
815,10/1/13 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,971,80,130,120,210,108,157,30,172,282,41
815,10/1/13 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,650,50,80,50,130,72,110,23,82,194,55
815,10/1/13 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,789,110,190,160,300,122,176,39,171,318,61
815,10/1/13 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,580,50,80,80,130,76,111,21,116,199,33
815,10/1/13 0:00,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,1132,150,220,160,370,154,213,50,178,391,93
815,8/1/13 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,662,40,70,30,110,52,79,17,41,130,46
815,8/1/13 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,941,100,160,140,260,123,178,34,182,298,43
815,7/1/13 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,1819,300,320,220,620,266,266,74,232,527,91
815,7/1/13 0:00,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,1190,250,340,230,590,238,329,78,287,562,113
815,6/1/13 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,764,140,220,160,360,141,204,45,186,342,64
815,4/1/13 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,822,80,130,110,210,100,145,28,157,261,39
815,4/1/13 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,1464,270,290,200,560,239,239,66,221,509,90
815,3/1/13 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,541,60,90,40,150,72,108,23,79,192,55
815,3/1/13 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,585,110,170,120,280,109,158,34,151,285,56
815,2/1/13 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,809,80,120,100,200,95,137,26,147,247,38
815,2/1/13 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,1282,270,370,260,640,234,311,77,298,581,110
815,1/1/13 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,558,60,90,40,150,72,108,23,84,201,57
815,1/1/13 0:00,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,862,150,210,130,360,144,201,47,173,386,94
815,12/1/12 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,1744,310,420,320,730,247,329,81,216,576,113
815,11/1/12 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,803,110,160,110,270,113,165,36,106,278,59
815,11/1/12 0:00,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,1150,170,230,140,400,173,239,57,139,412,100
815,10/1/12 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,971,80,130,120,210,108,157,30,116,265,41
815,10/1/12 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,789,110,190,160,300,122,176,39,115,298,61
815,10/1/12 0:00,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,1132,150,220,160,370,154,213,50,120,367,93
815,10/1/12 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,1662,370,520,420,890,257,341,84,224,598,117
815,9/1/12 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,588,60,110,80,170,81,118,22,84,199,34
815,7/1/12 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,1007,100,170,150,270,127,185,35,139,312,46
815,7/1/12 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,668,40,70,30,110,52,79,17,31,131,48
815,7/1/12 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,608,80,120,90,200,94,136,26,99,230,37
815,6/1/12 0:00,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,1095,210,290,190,500,200,278,66,167,478,111
815,5/1/12 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,593,50,90,50,140,64,96,21,44,160,52
815,4/1/12 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,460,60,110,80,170,81,117,22,83,198,34
815,3/1/12 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,441,60,110,80,170,81,117,22,84,198,33
815,2/1/12 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,766,80,130,110,210,99,144,27,105,243,39
813,11/1/13 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,694,90,120,20,210,94,130,85,22,239,115
813,3/1/13 0:00,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,950,50,70,50,120,71,84,22,59,165,44
813,3/1/13 0:00,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,415,70,110,70,180,80,108,26,80,200,54
813,1/1/13 0:00,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,651,80,110,70,190,84,126,27,106,235,61
813,12/1/12 0:00,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,690,120,160,110,280,134,186,41,122,320,64
813,12/1/12 0:00,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,882,30,40,30,70,30,45,8,26,75,19
813,8/1/12 0:00,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,581,20,30,20,50,30,39,9,18,69,21
813,3/1/12 0:00,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,950,50,70,50,120,71,84,22,40,155,44
813,3/1/12 0:00,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,767,50,80,60,130,49,72,13,47,121,25
806,11/1/13 0:00,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,424,40,60,30,100,46,68,14,46,121,37
806,11/1/13 0:00,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,-1050,50,90,40,140,75,114,24,88,201,55
806,9/1/13 0:00,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,548,70,90,70,160,58,74,19,62,141,32
806,7/1/13 0:00,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,564,100,140,110,240,87,112,28,98,197,38
806,1/1/13 0:00,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,558,60,90,50,150,72,108,23,83,201,58
806,6/1/12 0:00,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,574,100,130,100,230,83,107,27,68,190,39
805,11/1/13 0:00,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,930,80,130,110,210,118,172,33,190,309,44
805,10/1/13 0:00,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,898,110,160,50,270,125,173,113,40,318,146
805,8/1/13 0:00,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,941,80,120,100,200,123,178,34,184,298,42
805,5/1/13 0:00,West,Major Market,Amaretto,Beans,Coffee,California,Regular,1215,160,-30,-80,130,127,-21,40,-116,105,59
805,2/1/13 0:00,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,766,60,100,90,160,99,144,27,157,259,38
805,12/1/12 0:00,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,531,40,50,30,90,43,56,14,29,99,27
805,7/1/12 0:00,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,1007,100,170,150,270,127,185,35,139,312,46
805,6/1/12 0:00,West,Major Market,Colombian,Beans,Coffee,California,Regular,2476,440,670,500,1110,356,534,124,357,890,177
805,5/1/12 0:00,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,584,70,90,60,160,83,107,27,67,190,40
805,5/1/12 0:00,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,1060,200,250,180,450,235,277,72,183,512,94
805,4/1/12 0:00,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,593,60,90,60,150,78,100,25,62,178,38
805,4/1/12 0:00,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,777,60,90,80,150,91,132,25,96,223,36
805,4/1/12 0:00,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,729,120,160,30,280,125,173,113,26,298,147
801,12/1/13 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,619,80,100,50,180,68,85,25,39,163,59
801,11/1/13 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,552,90,130,90,220,101,130,33,126,246,45
801,10/1/13 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,310,30,60,60,90,49,71,15,49,128,38
801,9/1/13 0:00,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,325,20,50,10,70,44,62,40,-10,113,69
801,9/1/13 0:00,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,380,60,80,50,140,48,65,15,33,120,43
801,9/1/13 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,315,40,60,40,100,49,71,15,50,128,37
801,9/1/13 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,572,60,90,60,150,69,90,22,83,169,34
801,8/1/13 0:00,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,1439,100,20,-30,120,120,19,37,-57,138,56
801,8/1/13 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,606,90,110,60,200,72,88,27,37,159,57
801,7/1/13 0:00,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,1334,100,40,-10,140,120,49,37,-17,167,57
801,7/1/13 0:00,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,258,20,50,30,70,44,59,14,23,102,39
801,7/1/13 0:00,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,338,30,60,10,90,59,82,53,0,140,76
801,7/1/13 0:00,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,1070,70,90,60,160,60,72,18,44,131,37
